x,y,day,date
513165.523506952,1334294.492565760,42,2011-08-02
512127.264069425,1332807.323372680,42,2011-08-02
509509.676220511,1336346.734427290,42,2011-08-02
514145.760952350,1332274.115218680,42,2011-08-02
509869.020096204,1342056.015744750,43,2011-08-03
510892.061687459,1338417.538349440,43,2011-08-03
509949.492849281,1336386.306302730,43,2011-08-03
510472.383287874,1339369.631304700,43,2011-08-03
510643.472793182,1336082.709206780,43,2011-08-03
510642.275912290,1336082.377174090,43,2011-08-03
510640.208239793,1336083.150716250,43,2011-08-03
509258.520194370,1335329.577855040,43,2011-08-03
510641.296797566,1336081.492300290,43,2011-08-03
510641.296824882,1336081.381721300,43,2011-08-03
511948.865187550,1339645.699428180,44,2011-08-04
515490.251788536,1342034.244610190,44,2011-08-04
509735.758760253,1336497.169972050,44,2011-08-04
511409.502376357,1339764.198490700,44,2011-08-04
511396.871935950,1339798.916928720,44,2011-08-04
511823.365512725,1339823.806289360,44,2011-08-04
514581.599254061,1341781.984002540,44,2011-08-04
512650.799670787,1341197.340866790,44,2011-08-04
512633.381070083,1341232.941938720,44,2011-08-04
511879.641876473,1339733.368675140,44,2011-08-04
512862.894079918,1341040.054128820,44,2011-08-04
511816.637740313,1340140.061145080,44,2011-08-04
513095.822452678,1341056.164297590,44,2011-08-04
508901.292337035,1336377.686200650,44,2011-08-04
514729.622916422,1335970.435084680,44,2011-08-04
517459.553509434,1335804.525143180,44,2011-08-04
512852.292915223,1334427.085078380,44,2011-08-04
510645.435477381,1336066.454580420,44,2011-08-04
515956.107029033,1337441.192917220,44,2011-08-04
513866.231568892,1336418.734925250,44,2011-08-04
511687.409132326,1340049.128090850,45,2011-08-05
511622.437934738,1339723.785510930,45,2011-08-05
509775.834051407,1336350.329772230,45,2011-08-05
511462.444185809,1340320.426870030,45,2011-08-05
511187.197351195,1339854.039437060,45,2011-08-05
511001.094095588,1340896.974507580,45,2011-08-05
512821.343413734,1340333.217378130,45,2011-08-05
513015.732926576,1340770.953644160,45,2011-08-05
511521.530681551,1340681.816453190,45,2011-08-05
513029.221983927,1340776.597621750,45,2011-08-05
513094.772542309,1340283.214081760,45,2011-08-05
512076.533038302,1332128.465358270,45,2011-08-05
508898.896393669,1336388.522489010,45,2011-08-05
511900.344665167,1335873.167397610,45,2011-08-05
510631.830127426,1336080.605331340,45,2011-08-05
510635.965799994,1336077.731298220,45,2011-08-05
512150.245184613,1332744.521439360,45,2011-08-05
509774.961805907,1336358.291269570,46,2011-08-06
513934.783733679,1341879.939039890,46,2011-08-06
517549.132584173,1337343.609789100,46,2011-08-06
512543.971676452,1341862.663729000,46,2011-08-06
509230.023403094,1339076.321892180,46,2011-08-06
510760.424890947,1336177.615114260,46,2011-08-06
514456.880148744,1332624.764943000,46,2011-08-06
512592.228273226,1341668.390759300,46,2011-08-06
513871.519561588,1334705.978132300,46,2011-08-06
508722.521147472,1332143.700452140,46,2011-08-06
508355.116395922,1346167.728648590,49,2011-08-09
510750.960055427,1336603.452523250,49,2011-08-09
510754.115906992,1336602.347524670,49,2011-08-09
509226.646265260,1335281.359081670,49,2011-08-09
509146.099244142,1335392.806676610,49,2011-08-09
516326.512446697,1336411.971214150,49,2011-08-09
510744.649378344,1336601.571097580,49,2011-08-09
516958.289000825,1336877.240548120,49,2011-08-09
512093.767223496,1334575.690458670,49,2011-08-09
511041.640284809,1340199.008413120,52,2011-08-12
509126.314363265,1335291.401934650,52,2011-08-12
509124.465285842,1335287.199574060,52,2011-08-12
517144.127255043,1336204.230880810,52,2011-08-12
512735.851301603,1335809.174480330,52,2011-08-12
510129.081469499,1335238.648012750,52,2011-08-12
501784.308990392,1340135.558392280,52,2011-08-12
517153.123661024,1338611.546052960,52,2011-08-12
509956.272196153,1336725.121907530,52,2011-08-12
510815.053723924,1338311.473328880,53,2011-08-13
510821.255281945,1338313.133587750,53,2011-08-13
514536.219985698,1340954.279371470,53,2011-08-13
510812.006969988,1338312.136032190,53,2011-08-13
511225.302997895,1340166.214926610,53,2011-08-13
509453.391353055,1335957.042420890,53,2011-08-13
509453.391330161,1335957.152999840,53,2011-08-13
511480.855559612,1334704.561201300,53,2011-08-13
512908.227233949,1336109.894097850,53,2011-08-13
512035.860695281,1332026.720975680,53,2011-08-13
510960.714303055,1335902.987853040,53,2011-08-13
520381.712943360,1332750.868040190,53,2011-08-13
509832.966488615,1335336.554406130,53,2011-08-13
512191.189058934,1340296.530349470,55,2011-08-15
509589.714996626,1336060.351709800,55,2011-08-15
513045.642530587,1340800.598748570,55,2011-08-15
514427.659956761,1340902.597773310,55,2011-08-15
512825.238288264,1340739.597790290,55,2011-08-15
513494.688387189,1340373.360618680,55,2011-08-15
508670.242090424,1336592.166767750,55,2011-08-15
515626.741787612,1337434.972474350,55,2011-08-15
511301.805562374,1338896.896250680,55,2011-08-15
509475.122072357,1338205.561107980,55,2011-08-15
513167.006373958,1340636.870870410,55,2011-08-15
507558.177976703,1341868.824316890,55,2011-08-15
511687.240847648,1339105.886913300,55,2011-08-15
511333.352426744,1340124.997950780,55,2011-08-15
510968.736691750,1343167.604034360,55,2011-08-15
511160.236438238,1342640.190159260,55,2011-08-15
514531.441515471,1340931.608772530,55,2011-08-15
511585.314697877,1339023.697891040,55,2011-08-15
514427.879753838,1340896.737145770,55,2011-08-15
511326.279857806,1340127.097040480,55,2011-08-15
509663.062657296,1336030.289844350,55,2011-08-15
509696.982510628,1336171.617052910,55,2011-08-15
509181.355809991,1335394.029997420,55,2011-08-15
508868.014087635,1335696.845327480,55,2011-08-15
513870.793755583,1336441.184104860,55,2011-08-15
510593.713579078,1337094.716190940,55,2011-08-15
511217.584349718,1334430.696629970,55,2011-08-15
509012.973541973,1336178.222996890,55,2011-08-15
515495.446735322,1334158.127636930,55,2011-08-15
509015.585790068,1336174.574393330,55,2011-08-15
509280.068294631,1337481.006952150,55,2011-08-15
514164.186434242,1334270.844756410,55,2011-08-15
513450.187160457,1339109.644826870,56,2011-08-16
510090.197645328,1338251.364679280,56,2011-08-16
512175.696920943,1339349.082306680,56,2011-08-16
511436.091083543,1340010.465838200,56,2011-08-16
509910.733179635,1335506.752562990,56,2011-08-16
509220.514676532,1339290.622454520,56,2011-08-16
513450.513571783,1339109.644938610,56,2011-08-16
506424.185855180,1342221.541568170,56,2011-08-16
511541.978038142,1339923.690361650,56,2011-08-16
513526.533776847,1340468.248699700,56,2011-08-16
512171.920259139,1339244.030882330,56,2011-08-16
508982.108564545,1338820.393157520,56,2011-08-16
510689.305683746,1335994.810272390,56,2011-08-16
509888.003772572,1334955.401055170,56,2011-08-16
510315.195875492,1335548.091191020,56,2011-08-16
518129.877798298,1337077.729794320,56,2011-08-16
518437.482262128,1334310.308475640,56,2011-08-16
509114.096793774,1339888.724358660,56,2011-08-16
511263.751104005,1340010.861332010,56,2011-08-16
515732.936246944,1334062.575069870,56,2011-08-16
509221.385012339,1339291.064945130,57,2011-08-17
510743.459299911,1340043.568099390,57,2011-08-17
509878.131508557,1335310.578317120,57,2011-08-17
512184.948710675,1339337.253097350,57,2011-08-17
512184.948279819,1339338.690627600,57,2011-08-17
512184.403900759,1339339.906836300,57,2011-08-17
512182.988899783,1339341.786259680,57,2011-08-17
509622.691359370,1336034.704386800,57,2011-08-17
515379.201199993,1337429.673500340,57,2011-08-17
510834.259103641,1339806.177356220,57,2011-08-17
509724.276546804,1336759.903216920,57,2011-08-17
515539.779662446,1336434.526578010,57,2011-08-17
509874.664237922,1339665.070969530,57,2011-08-17
511416.085740972,1337574.068795040,58,2011-08-18
512789.985453074,1341425.731659340,58,2011-08-18
510906.366472884,1336944.075367600,58,2011-08-18
516457.297650966,1339622.367066470,58,2011-08-18
514721.223027086,1338005.862533870,58,2011-08-18
514583.807085309,1341127.464891160,58,2011-08-18
510310.991840583,1339065.831608300,58,2011-08-18
509169.392935040,1337561.597002630,58,2011-08-18
512670.454026759,1341316.551686960,58,2011-08-18
512733.814046297,1341188.078535880,58,2011-08-18
509391.769201989,1337708.159082500,58,2011-08-18
510689.087751078,1335996.026587030,58,2011-08-18
510687.129133834,1335995.804942180,58,2011-08-18
513114.261067459,1336954.343301770,58,2011-08-18
510508.554040693,1341406.731890000,58,2011-08-18
512772.508963157,1334142.429454510,58,2011-08-18
509342.068999060,1335978.471899160,58,2011-08-18
513463.660637662,1335666.546313590,58,2011-08-18
510752.225781107,1335895.304898670,58,2011-08-18
513074.541348792,1337625.877296400,59,2011-08-19
511555.403403630,1340550.678783180,59,2011-08-19
509847.961782107,1338395.505421060,59,2011-08-19
514444.722324572,1342108.141693430,59,2011-08-19
510940.833513876,1337891.636456530,59,2011-08-19
510944.348655557,1339451.135573880,59,2011-08-19
511875.793216970,1342127.300279760,59,2011-08-19
514026.618820337,1341243.034433320,59,2011-08-19
509163.527801062,1337508.075575420,59,2011-08-19
513066.814148632,1337631.182552570,59,2011-08-19
509911.603641060,1335507.084493350,59,2011-08-19
511162.592289645,1340324.437196350,59,2011-08-19
508719.638186728,1336619.378170510,59,2011-08-19
514445.157495724,1342108.141857380,59,2011-08-19
512469.292117071,1342014.687241300,59,2011-08-19
510944.130879533,1339451.798993150,59,2011-08-19
511164.115508641,1340324.327021400,59,2011-08-19
511676.292504006,1341270.252627730,59,2011-08-19
511763.071417425,1341030.098897820,59,2011-08-19
509014.715061897,1336175.680015520,59,2011-08-19
510743.566458295,1336580.781968860,59,2011-08-19
510540.274518098,1336254.413062860,59,2011-08-19
509715.614491468,1336057.171831730,59,2011-08-19
509852.338599678,1337791.523240640,59,2011-08-19
509018.632019823,1336177.560611470,59,2011-08-19
518202.562813738,1333170.783253120,59,2011-08-19
510830.379541127,1336658.430328830,59,2011-08-19
508870.733041758,1335704.586361950,59,2011-08-19
509118.770321616,1339913.716183390,60,2011-08-20
509264.628920586,1337423.281575630,60,2011-08-20
511774.974949118,1340873.964237860,60,2011-08-20
509234.726144810,1337323.533274450,60,2011-08-20
512417.950136763,1340574.816912320,60,2011-08-20
511411.735330822,1337566.879963500,60,2011-08-20
511190.979731975,1339541.764607980,60,2011-08-20
509127.911083667,1339906.088012470,60,2011-08-20
510911.590362564,1335666.115069920,60,2011-08-20
511399.724082798,1340111.635927260,60,2011-08-20
511142.165928290,1339396.782262890,60,2011-08-20
511771.600019547,1340881.703827310,60,2011-08-20
514794.922380150,1340998.057565340,60,2011-08-20
514794.378181095,1340998.610251330,60,2011-08-20
514794.378181095,1340998.610251330,60,2011-08-20
508891.187588568,1335719.960673460,60,2011-08-20
514484.160489819,1334167.793119250,60,2011-08-20
513352.539843750,1334435.653870560,60,2011-08-20
508887.925038615,1335709.676219430,60,2011-08-20
510199.690921554,1341844.773780600,62,2011-08-22
510317.607663501,1341910.485677580,62,2011-08-22
516016.437965954,1341888.501085940,62,2011-08-22
516016.329219835,1341888.390459640,62,2011-08-22
511533.390349055,1341461.736038220,62,2011-08-22
511495.272569193,1341997.150989270,62,2011-08-22
511506.329591001,1341356.346361140,62,2011-08-22
510923.410218910,1340062.080594890,62,2011-08-22
512119.679998943,1341850.812786990,62,2011-08-22
511208.811492770,1337137.114848030,62,2011-08-22
511452.542903431,1340322.414570980,62,2011-08-22
511637.044999543,1340398.765655390,62,2011-08-22
511452.760319370,1340323.078106690,62,2011-08-22
511670.596746779,1339095.708920510,62,2011-08-22
514290.912537071,1341166.831562940,62,2011-08-22
516105.532714656,1336110.657517310,62,2011-08-22
516016.438013482,1341888.390506400,62,2011-08-22
516016.220426189,1341888.390412880,62,2011-08-22
510421.006280832,1338555.534902950,62,2011-08-22
510335.218943757,1341966.221880500,62,2011-08-22
514178.693477608,1337745.908116360,62,2011-08-22
508969.625089783,1339237.384821200,62,2011-08-22
510840.169389129,1342658.463001300,62,2011-08-22
511054.684382997,1340244.349336420,62,2011-08-22
512660.984608643,1341329.818220540,62,2011-08-22
508717.135310701,1336620.372924920,62,2011-08-22
514737.088425584,1340315.538929940,62,2011-08-22
508027.166507278,1341315.335347520,62,2011-08-22
510544.192879738,1336250.101436880,62,2011-08-22
517480.604950233,1331129.143961540,62,2011-08-22
517322.254690916,1331356.529797210,62,2011-08-22
510757.015882213,1335886.459781790,62,2011-08-22
510757.990338578,1335905.921926550,62,2011-08-22
510761.694339092,1335888.893693430,62,2011-08-22
515322.223677859,1335989.246176220,62,2011-08-22
509723.231222449,1336058.611003580,62,2011-08-22
509723.231055151,1336059.385056340,62,2011-08-22
510069.005261312,1336232.739066870,62,2011-08-22
510757.886156705,1335887.455210940,62,2011-08-22
509723.447370365,1336065.466946450,62,2011-08-22
509722.031988756,1336069.115746590,62,2011-08-22
509723.556185216,1336065.466969970,62,2011-08-22
512484.959955708,1332159.218721160,62,2011-08-22
506236.954979626,1343311.393018620,62,2011-08-22
514321.099401611,1337226.570210580,63,2011-08-23
514407.503175922,1337495.862713360,63,2011-08-23
512681.566819064,1336796.738832300,63,2011-08-23
512714.963456141,1335794.018531370,63,2011-08-23
509214.837805998,1346997.125879670,63,2011-08-23
512644.249371042,1336780.361363760,63,2011-08-23
511931.847361128,1337556.189894020,63,2011-08-23
509173.636893943,1337559.607418840,63,2011-08-23
510956.742736747,1337379.769864730,63,2011-08-23
511928.475715055,1337551.212853170,63,2011-08-23
510614.620804036,1340560.936523970,63,2011-08-23
510602.107763467,1340565.909505180,63,2011-08-23
510601.890166744,1340565.909451530,63,2011-08-23
510298.819130706,1336702.421363800,63,2011-08-23
513323.298014016,1337892.456069750,63,2011-08-23
511932.827900206,1337551.877593280,63,2011-08-23
509651.923965252,1337741.608501350,63,2011-08-23
509336.692913584,1337266.605619820,63,2011-08-23
510211.544382123,1336732.920739970,63,2011-08-23
511303.729999296,1341036.827074600,63,2011-08-23
514404.126351951,1337505.813577260,63,2011-08-23
512792.162563896,1341421.972657000,63,2011-08-23
510070.091016490,1336720.724470140,63,2011-08-23
513109.864446263,1340705.964000050,63,2011-08-23
513450.515151078,1339422.805486290,63,2011-08-23
511325.249403071,1341119.214526780,63,2011-08-23
513248.371016482,1340685.663599610,63,2011-08-23
514304.234797597,1332517.225554160,63,2011-08-23
510760.714083481,1335892.542553650,63,2011-08-23
511054.108455360,1332444.547600200,63,2011-08-23
514050.481104096,1330916.173581020,63,2011-08-23
512129.643538410,1334324.908123270,63,2011-08-23
520407.201494394,1328724.039717930,63,2011-08-23
510571.588169897,1335911.183529660,63,2011-08-23
514054.403810428,1341127.378414700,64,2011-08-24
512744.865191931,1332779.425741680,64,2011-08-24
510836.971346942,1335980.914400550,64,2011-08-24
513948.312331940,1335712.938002820,64,2011-08-24
510808.106261761,1340395.558295200,64,2011-08-24
512750.214923971,1335809.400201460,64,2011-08-24
512658.158707162,1336148.627542420,64,2011-08-24
510632.304082580,1337246.329596530,64,2011-08-24
514351.436555245,1332303.494155800,64,2011-08-24
510958.746791529,1335937.266831300,64,2011-08-24
513425.272687432,1334316.695595090,64,2011-08-24
512235.759085717,1334275.621609010,64,2011-08-24
506540.526953808,1342829.077265390,65,2011-08-25
511403.477546258,1341106.187471420,65,2011-08-25
511397.165903699,1341111.493554100,65,2011-08-25
511805.541288812,1338998.658761110,65,2011-08-25
514390.866290867,1340666.054573180,65,2011-08-25
511299.679214132,1339922.075845700,65,2011-08-25
515425.701834497,1341059.127903120,66,2011-08-26
506930.433938448,1342799.155551090,65,2011-08-25
511345.978842125,1340104.323048920,65,2011-08-25
511929.881140177,1337582.507154370,65,2011-08-25
514081.387528312,1341121.306360350,65,2011-08-25
511720.860194716,1337576.144113070,65,2011-08-25
514424.082715982,1341157.371472930,65,2011-08-25
506807.509678225,1341809.676431770,65,2011-08-25
511629.484227543,1337490.972412590,65,2011-08-25
510412.147095743,1339654.137155230,65,2011-08-25
514702.033207112,1341219.844044440,65,2011-08-25
510686.124707023,1339594.380797570,65,2011-08-25
509655.622893055,1337744.263191350,65,2011-08-25
506553.786577103,1342944.965952140,65,2011-08-25
514289.826298811,1341162.186822690,65,2011-08-25
511325.030101744,1341125.517491300,65,2011-08-25
508030.104181940,1341314.119444300,65,2011-08-25
510030.467916651,1337268.634624030,65,2011-08-25
510030.141560500,1337268.302812860,65,2011-08-25
510166.993104583,1339756.586294630,65,2011-08-25
515046.827579508,1338150.959041430,66,2011-08-26
506555.621628979,1343075.449878350,65,2011-08-25
511213.511584262,1340319.806424860,65,2011-08-25
509862.558825992,1337826.689652050,65,2011-08-25
509862.558801541,1337826.800231140,65,2011-08-25
510686.342696698,1339592.832742490,65,2011-08-25
511615.769780045,1337506.781380930,65,2011-08-25
510382.669708388,1339621.177482400,65,2011-08-25
511156.825840884,1340324.767404230,65,2011-08-25
511263.126117867,1339907.358955580,65,2011-08-25
509915.317586281,1337398.207409350,65,2011-08-25
512742.648643708,1342141.607885080,65,2011-08-25
509955.435048178,1337547.276970130,65,2011-08-25
509846.982866934,1338393.957097040,65,2011-08-25
514156.487859022,1341630.552232030,65,2011-08-25
509960.514874758,1337699.766670430,65,2011-08-25
514214.933161281,1341569.202119860,65,2011-08-25
514418.329610315,1341412.144397360,65,2011-08-25
512556.450031540,1340924.290690050,65,2011-08-25
511672.880939211,1339098.142308520,65,2011-08-25
514420.367514037,1340620.949233920,65,2011-08-25
510874.510264979,1336843.661445560,65,2011-08-25
510964.623276343,1335935.499082370,65,2011-08-25
510972.131478424,1335935.722177500,65,2011-08-25
515376.390272246,1336046.879856150,65,2011-08-25
513200.922611002,1331250.380122860,65,2011-08-25
508715.481688697,1337334.602507010,65,2011-08-25
510893.464478994,1335910.268808930,65,2011-08-25
510295.663956853,1336238.652250320,65,2011-08-25
511183.741929904,1335658.998364660,65,2011-08-25
510298.928201346,1336239.427071940,65,2011-08-25
510662.210552720,1335995.467022050,65,2011-08-25
510695.614897404,1336003.105265560,65,2011-08-25
510065.600941752,1337324.595615940,66,2011-08-26
515428.531952417,1341055.701098500,66,2011-08-26
515079.362422757,1338147.322824220,66,2011-08-26
515277.700822023,1341151.843838070,66,2011-08-26
511338.529912455,1337480.829502680,66,2011-08-26
515280.094207029,1341152.176545010,66,2011-08-26
515230.497974250,1338142.075404510,66,2011-08-26
513251.290164835,1340092.738027940,66,2011-08-26
513889.168617697,1340444.712139480,66,2011-08-26
514632.332014555,1341122.949669050,66,2011-08-26
508431.339417680,1341330.552023610,66,2011-08-26
510031.883329988,1337264.764677710,66,2011-08-26
511113.327020667,1337354.709206790,66,2011-08-26
511107.875287591,1337397.391302420,66,2011-08-26
512534.880787511,1341012.194567040,66,2011-08-26
514260.611853394,1341022.403572410,66,2011-08-26
512598.572215776,1340867.908403370,66,2011-08-26
508298.631410294,1341197.170652530,66,2011-08-26
508249.789308226,1341153.483615980,66,2011-08-26
510674.163967713,1338251.725234490,66,2011-08-26
512654.941327354,1341518.133066790,66,2011-08-26
510651.096968856,1338251.498351900,66,2011-08-26
512688.518629204,1341302.292666750,66,2011-08-26
513357.529534506,1339944.265848000,66,2011-08-26
514366.418908885,1341162.104776840,66,2011-08-26
515262.795486251,1338187.425908040,66,2011-08-26
511660.337451646,1341906.190300370,66,2011-08-26
514165.452133701,1340920.303678260,66,2011-08-26
506010.590071763,1340681.794461610,66,2011-08-26
511899.533450726,1340548.786277980,66,2011-08-26
510190.460179246,1337561.263558560,66,2011-08-26
511338.421102758,1337480.829473210,66,2011-08-26
514653.651786310,1341134.236942960,66,2011-08-26
514659.332576871,1341073.309840330,66,2011-08-26
510670.761139009,1339684.830796460,66,2011-08-26
508292.840750587,1341342.249745810,66,2011-08-26
510670.761084005,1339685.051954950,66,2011-08-26
511701.266242471,1341827.137601510,66,2011-08-26
509789.964676700,1336917.824347840,66,2011-08-26
510980.151816835,1340263.128400050,66,2011-08-26
512756.738035217,1335827.758393610,66,2011-08-26
509063.888821768,1335668.021559730,66,2011-08-26
509784.893905259,1338213.478314940,66,2011-08-26
509063.781656313,1335659.506961330,66,2011-08-26
513522.854703985,1335356.060719320,66,2011-08-26
510448.821205913,1336459.736133130,66,2011-08-26
515370.298649902,1336041.901321130,66,2011-08-26
512555.608452952,1334551.282023340,66,2011-08-26
513364.078037642,1334426.258560960,66,2011-08-26
512432.955789976,1336715.606881730,66,2011-08-26
514823.746795937,1341015.429745460,66,2011-08-26
509690.987998771,1336722.630906570,66,2011-08-26
513228.720751161,1340884.368173000,66,2011-08-26
514783.007590105,1341142.248558360,66,2011-08-26
512119.330603003,1332402.823867690,67,2011-08-27
513100.108993467,1337633.515688860,67,2011-08-27
509021.361079955,1339518.929395370,67,2011-08-27
510190.350112160,1337566.681908290,67,2011-08-27
513647.687246885,1331543.786548540,67,2011-08-27
514931.656029698,1337176.489582610,67,2011-08-27
508572.682601470,1336334.721426630,67,2011-08-27
510794.562759271,1335864.574587770,67,2011-08-27
514816.891650132,1341017.859826060,67,2011-08-27
509447.986202898,1335784.869874850,67,2011-08-27
509757.626045898,1336015.713817340,67,2011-08-27
509760.345147773,1336021.575093570,67,2011-08-27
509756.102419237,1336016.708697030,67,2011-08-27
510642.270516276,1340061.788431060,69,2011-08-29
510642.488061895,1340062.009643530,69,2011-08-29
509217.121390911,1339937.731355170,69,2011-08-29
509177.494595346,1340055.490363140,69,2011-08-29
510678.308142849,1339962.386616840,69,2011-08-29
509056.050078765,1340176.329641030,69,2011-08-29
511230.603934107,1341903.749819820,69,2011-08-29
508882.362789207,1337513.992640670,69,2011-08-29
512315.671060215,1339888.087974830,69,2011-08-29
511515.595161667,1341291.659990220,69,2011-08-29
512223.101117676,1339822.928747610,69,2011-08-29
509282.528193153,1339850.497469840,69,2011-08-29
509287.973202014,1339825.949979600,69,2011-08-29
510849.373501347,1338559.511106040,69,2011-08-29
508881.927675841,1337513.329084490,69,2011-08-29
508881.818907892,1337513.107905920,69,2011-08-29
508881.927551085,1337513.992558830,69,2011-08-29
510621.989199251,1339801.479818510,69,2011-08-29
510597.200531104,1339728.380817110,69,2011-08-29
508881.710077567,1337513.218464520,69,2011-08-29
510902.183257306,1342646.093979610,69,2011-08-29
510825.346955206,1340196.962252690,69,2011-08-29
510642.161716062,1340061.788404100,69,2011-08-29
509069.217444827,1336806.322524690,69,2011-08-29
511660.672516020,1340334.525729530,69,2011-08-29
509759.800952537,1336022.127870120,69,2011-08-29
513200.251863619,1336212.607315020,69,2011-08-29
513197.532424691,1336209.841932560,69,2011-08-29
510339.079838170,1336242.864505090,69,2011-08-29
507962.215484996,1341315.767363020,69,2011-08-29
505879.681321451,1344708.089261070,69,2011-08-29
505897.195306376,1344709.086012540,69,2011-08-29
505890.233782661,1344702.340048730,69,2011-08-29
505582.586248937,1344818.533762480,71,2011-08-31
505912.751664951,1344704.774782950,69,2011-08-29
505908.836138857,1344697.255027680,69,2011-08-29
516455.614263981,1335072.583027940,69,2011-08-29
510341.377566413,1336189.565974780,69,2011-08-29
506056.005178241,1344852.522088420,69,2011-08-29
515620.260612124,1335221.175253430,69,2011-08-29
506058.725185809,1344847.767421580,69,2011-08-29
505801.221029692,1345035.066255530,69,2011-08-29
515863.256933562,1337524.309067110,69,2011-08-29
514401.128733595,1340861.784002700,71,2011-08-31
513196.487830056,1340645.395320060,71,2011-08-31
505528.315934436,1344656.530583870,71,2011-08-31
510731.738523472,1336015.056807080,71,2011-08-31
514803.842650138,1341000.825516440,71,2011-08-31
510359.735412107,1336323.370916140,71,2011-08-31
510089.138352382,1336698.170696680,71,2011-08-31
510516.992662610,1336236.383022280,71,2011-08-31
509708.407222144,1336679.840580400,71,2011-08-31
505459.440584787,1344869.169931820,71,2011-08-31
509712.967873648,1336723.741434010,71,2011-08-31
508877.247806384,1337518.967736960,72,2011-09-01
510968.081486128,1340238.355510610,72,2011-09-01
501280.690455266,1338774.580120700,72,2011-09-01
510139.755867582,1342741.337860400,72,2011-09-01
510205.786721156,1336224.366536840,72,2011-09-01
508822.616624621,1336396.027583110,72,2011-09-01
510987.339441884,1341912.642544820,72,2011-09-01
509863.449194521,1338228.644929250,72,2011-09-01
512572.189554386,1336515.280735730,72,2011-09-01
507665.330085854,1342670.429900560,72,2011-09-01
509890.991648470,1335712.756746730,72,2011-09-01
507261.786996191,1342148.217192520,72,2011-09-01
510022.791093772,1337053.446044020,72,2011-09-01
513117.825283338,1336046.932544690,72,2011-09-01
508431.060479544,1336654.933358430,73,2011-09-02
513368.127332226,1340774.720483590,73,2011-09-02
511168.333535694,1340418.984031000,73,2011-09-02
505522.753834904,1344844.515391120,73,2011-09-02
511172.468305846,1340417.437019290,73,2011-09-02
510402.928016057,1338170.051655180,73,2011-09-02
511162.893267158,1340420.198958760,73,2011-09-02
509862.904597303,1338231.188128740,73,2011-09-02
514249.334918132,1335612.973310880,73,2011-09-02
511173.772599475,1340422.302855780,73,2011-09-02
509076.500575123,1340196.127308360,73,2011-09-02
505525.037068288,1344860.439018680,73,2011-09-02
510747.440298279,1341518.697368330,73,2011-09-02
509075.194957252,1340196.237633060,73,2011-09-02
512890.137492009,1341910.765395180,73,2011-09-02
515123.638196173,1342258.461717720,76,2011-09-05
513111.801868082,1339783.732861680,76,2011-09-05
515124.404869903,1342245.634795550,76,2011-09-05
513271.261504541,1339588.392439160,76,2011-09-05
509278.556835037,1339041.941514200,76,2011-09-05
514141.094068424,1341777.285566240,76,2011-09-05
515124.401819671,1342253.264783780,76,2011-09-05
510884.813886927,1341228.129656410,76,2011-09-05
